id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,probabilidad_salida,prioridad,origen_refuerzo,tags,validado,criterio_depuracion
600112,Soluciones IoT,,IoT,Nube,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Servicio remoto donde se almacenan o procesan datos de dispositivos.”?,Arduino,HTTP,Ley de Ohm,Raspberry Pi OS,Cloud IoT,E,Cloud IoT,La nube centraliza datos y servicios IoT.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, IoT, Nube, Cloud IoT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600113,Soluciones IoT,,Topología,LAN,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Red de área local que conecta dispositivos cercanos.”?,Telemetría,LAN,Arduino,Potenciómetro,Seguridad IoT,B,LAN,LAN conecta equipos dentro de un área limitada.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Topología, LAN, LAN",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600114,Soluciones IoT,,Seguridad,IoT,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Medida para proteger dispositivos y datos conectados.”?,WiFi,Seguridad IoT,Condicional,Sensor,Comunicación serial,B,Seguridad IoT,La seguridad IoT protege comunicación y dispositivos.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Seguridad, IoT, Seguridad IoT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600115,Soluciones IoT,,Energía,Bajo consumo,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Característica clave para dispositivos que funcionan con batería.”?,Resistencia fija,Comunicación paralela,Bajo consumo,Node-RED,I2C,C,Bajo consumo,Reduce gasto energético en dispositivos IoT.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Energía, Bajo consumo, Bajo consumo",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600116,Soluciones IoT,,Datos,Telemetría,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Datos enviados por sensores hacia sistemas de monitoreo.”?,OLED,Telemetría,Sistema binario,WLAN,analogRead(),B,Telemetría,La telemetría permite monitorear mediciones a distancia.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Datos, Telemetría, Telemetría",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600117,Soluciones IoT,,Control,PWM,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Técnica para simular salidas analógicas mediante pulsos digitales.”?,PWM,Resistencia,Sensor DHT,Tipos de datos,Python,A,PWM,PWM controla intensidad o velocidad con pulsos.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Control, PWM, PWM",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600118,Soluciones IoT,,Arduino,setup,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Función que se ejecuta una sola vez al iniciar el programa.”?,Entrada analógica,digitalWrite(),setup(),WiFi,Sensor DHT,C,setup(),setup() inicializa configuraciones en Arduino.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Arduino, setup, setup()",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600119,Soluciones IoT,,Arduino,loop,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Función que se repite continuamente durante la ejecución.”?,Broker MQTT,loop(),Microcontrolador,WiFi,Arduino,B,loop(),loop() contiene el comportamiento repetitivo del programa.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Arduino, loop, loop()",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600120,Soluciones IoT,,Arduino,pinMode,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Función usada para configurar un pin como entrada o salida.”?,digitalWrite(),Entrada analógica,pinMode(),Broker MQTT,Display de 7 segmentos,C,pinMode(),pinMode() define el modo de trabajo de un pin.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Arduino, pinMode, pinMode()",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600121,Soluciones IoT,,Arduino,digitalWrite,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Función usada para escribir un valor digital en un pin.”?,loop(),Arduino,Simulador online,digitalWrite(),Display de 7 segmentos,D,digitalWrite(),digitalWrite() activa o desactiva una salida digital.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Arduino, digitalWrite, digitalWrite()",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600122,Soluciones IoT,,Arduino,analogRead,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Función usada para leer valores analógicos.”?,Actuador,Arduino,Tipos de datos,WiFi,analogRead(),E,analogRead(),analogRead() captura valores de una entrada analógica.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Arduino, analogRead, analogRead()",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600123,Soluciones IoT,,Comunicación,Broker,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Servidor intermediario que recibe y distribuye mensajes MQTT.”?,Comunicación paralela,Ley de Ohm,Broker MQTT,Protoboard,Bajo consumo,C,Broker MQTT,El broker coordina publicación y suscripción en MQTT.,PIAD SENATI + temario validado,Media,Media,"Banco ampliado, validado y sin repeticiones fuertes","Soluciones IoT, Comunicación, Broker, Broker MQTT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600124,Fullstack Developer Software,,Control de versiones,Sistema,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Sistema que registra cambios en el código fuente.”?,Pull Request,Git,GitHub Projects,GET,Formik,B,Git,Git permite controlar versiones del proyecto.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Control de versiones, Sistema, Git",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600125,Fullstack Developer Software,,Colaboración,Plataforma,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Plataforma para alojar repositorios y colaborar con Git.”?,Pull Request,Formulario controlado,Virtualización,GitHub,Formulario no controlado,D,GitHub,GitHub facilita colaboración y gestión de repositorios.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Colaboración, Plataforma, GitHub",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600126,Fullstack Developer Software,,Repositorio,Proyecto,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Espacio donde se almacenan archivos y el historial de un proyecto.”?,commit,Yup,push,Repositorio,Migración,D,Repositorio,Un repositorio contiene código e historial.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Repositorio, Proyecto, Repositorio",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600127,Fullstack Developer Software,,Ramas,Branch,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Línea independiente de desarrollo dentro de Git.”?,Autenticación,Git,Rama,GitHub Actions,GitHub Projects,C,Rama,Una rama permite trabajar cambios sin afectar la principal.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Ramas, Branch, Rama",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600128,Fullstack Developer Software,,Colaboración,Copia,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Copia de un repositorio en la cuenta de otro usuario.”?,React Router,Express.js,Middleware,CRUD,Fork,E,Fork,Fork permite trabajar sobre una copia del proyecto.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Colaboración, Copia, Fork",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600129,Fullstack Developer Software,,Flujo,Git,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Modelo de trabajo con ramas para organizar desarrollo y releases.”?,Rama,Git Flow,GitHub Actions,Yup,SOAP,B,Git Flow,Git Flow estructura ramas y versiones.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Flujo, Git, Git Flow",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600130,Fullstack Developer Software,,Cambios,Registro,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Acción que guarda cambios en el historial local.”?,Autenticación,REST,commit,Migración,Vite,C,commit,commit registra cambios en Git.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Cambios, Registro, commit",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600131,Fullstack Developer Software,,Remoto,Subir,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Comando que envía commits al repositorio remoto.”?,SSH keys,push,Sequelize,CRUD,Formulario controlado,B,push,push sube cambios a GitHub u otro remoto.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Remoto, Subir, push",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600132,Fullstack Developer Software,,Remoto,Traer,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Comando que descarga e integra cambios del remoto.”?,Ruta dinámica,PUT,Sequelize,JWT,pull,E,pull,pull trae cambios del repositorio remoto.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Remoto, Traer, pull",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600133,Fullstack Developer Software,,Ramas,Unir,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Operación que combina cambios de una rama con otra.”?,merge,GitHub Actions,REST,Ruta dinámica,DELETE,A,merge,merge une historias de ramas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Ramas, Unir, merge",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600134,Fullstack Developer Software,,Ramas,Reescribir,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Operación que reaplica commits sobre otra base.”?,push,rebase,useEffect,Controlador,Fork,B,rebase,rebase reorganiza el historial.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Ramas, Reescribir, rebase",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600135,Fullstack Developer Software,,Conflictos,Git,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Problema que ocurre cuando Git no puede unir cambios automáticamente.”?,Ruta,Conflicto,Virtualización,rebase,JSX,B,Conflicto,Un conflicto requiere resolver manualmente cambios incompatibles.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Conflictos, Git, Conflicto",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600136,Fullstack Developer Software,,Colaboración,Solicitud,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Solicitud para revisar e integrar cambios en una rama principal.”?,React,React Router,GET,Git Flow,Pull Request,E,Pull Request,Un PR permite revisar cambios antes de fusionarlos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Colaboración, Solicitud, Pull Request",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600137,Fullstack Developer Software,,Gestión,Tareas,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Elemento usado para registrar errores, mejoras o tareas.”?",XSS,Vite,JWT,pull,Issue,E,Issue,Issues organizan problemas y pendientes.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Gestión, Tareas, Issue",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600138,Fullstack Developer Software,,Revisión,Código,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Proceso de revisar cambios antes de aprobarlos.”?,Express.js,Code Review,NoSQL,POST,REST,B,Code Review,Code Review mejora calidad y detecta errores.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Revisión, Código, Code Review",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600139,Fullstack Developer Software,,Seguridad,Acceso,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Llaves usadas para autenticarse de forma segura con GitHub.”?,React Router,SSH keys,Issue,Fork,PUT,B,SSH keys,Las llaves SSH permiten acceso seguro sin contraseña.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Seguridad, Acceso, SSH keys",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600140,Fullstack Developer Software,,Automatización,CI/CD,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Herramienta de GitHub para automatizar pruebas, builds y despliegues.”?",Autenticación,Rama,GitHub Actions,Modelo,Componente,C,GitHub Actions,GitHub Actions automatiza flujos de desarrollo.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Automatización, CI/CD, GitHub Actions",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600141,Fullstack Developer Software,,Gestión,Proyecto,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Herramienta de GitHub para organizar tareas y tableros.”?,JWT,GitHub Projects,Conflicto,JSON,pull,B,GitHub Projects,GitHub Projects ayuda a gestionar trabajo.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Gestión, Proyecto, GitHub Projects",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600142,Fullstack Developer Software,,Backend,Entorno,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Entorno que permite ejecutar JavaScript en el servidor.”?,Bootstrap,Git Flow,ORM,Controlador,Node.js,E,Node.js,Node.js ejecuta JavaScript fuera del navegador.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Backend, Entorno, Node.js",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600143,Fullstack Developer Software,,Paquetes,Gestor,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Gestor de paquetes usado en proyectos Node.js.”?,Migración,push,Componente,Conflicto,npm,E,npm,npm instala dependencias y ejecuta scripts.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Paquetes, Gestor, npm",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600144,Fullstack Developer Software,,Backend,Framework,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Framework ligero para crear servidores, rutas y APIs con Node.js.”?",Contenedor,Git,Express.js,GitHub,DELETE,C,Express.js,Express simplifica el desarrollo de APIs.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Backend, Framework, Express.js",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600145,Fullstack Developer Software,,Servidor,Ruta,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Dirección o endpoint que responde a una petición.”?,Docker,Componente,Ruta,Code Review,ORM,C,Ruta,Una ruta define cómo responde el servidor.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Servidor, Ruta, Ruta",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600146,Fullstack Developer Software,,Servidor,Intermedio,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Función que se ejecuta entre la petición y la respuesta.”?,Endpoint,Pull Request,Autenticación,Middleware,GitHub Projects,D,Middleware,Middleware procesa solicitudes antes de responder.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Servidor, Intermedio, Middleware",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600147,Fullstack Developer Software,,Base de datos,Relacional,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Sistema de base de datos relacional usado con SQL.”?,Endpoint,Autenticación,MySQL,JSON,Formulario controlado,C,MySQL,MySQL almacena datos en tablas relacionadas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Base de datos, Relacional, MySQL",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600148,Fullstack Developer Software,,ORM,Base de datos,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “ORM usado para trabajar con bases de datos desde Node.js.”?,Ruta dinámica,Repositorio,SQL Injection,commit,Sequelize,E,Sequelize,Sequelize mapea tablas a modelos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, ORM, Base de datos, Sequelize",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600149,Fullstack Developer Software,,ORM,Definición,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Técnica que permite manipular tablas como objetos.”?,Code Review,ORM,Componente,Migración,SQL Injection,B,ORM,ORM conecta programación orientada a objetos con bases de datos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, ORM, Definición, ORM",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600150,Fullstack Developer Software,,Base de datos,Cambios,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Archivo o proceso que versiona cambios en la estructura de la base de datos.”?,Code Review,Docker,POST,Controlador,Migración,E,Migración,Las migraciones controlan cambios del esquema.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Base de datos, Cambios, Migración",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600151,Fullstack Developer Software,,Seguridad,Token,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Mecanismo de autenticación basado en tokens.”?,SSH keys,Endpoint,merge,npm,JWT,E,JWT,JWT transporta información segura de autenticación.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Seguridad, Token, JWT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600152,Fullstack Developer Software,,Seguridad,Origen,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Política que controla qué dominios pueden acceder a una API.”?,GitHub Projects,Autorización,useState,Rama,CORS,E,CORS,CORS restringe solicitudes entre orígenes.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Seguridad, Origen, CORS",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600153,Fullstack Developer Software,,Seguridad,SQL,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Ataque que inserta código SQL malicioso en una consulta.”?,useState,React,SQL Injection,Rama,Middleware,C,SQL Injection,SQL Injection explota consultas inseguras.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Seguridad, SQL, SQL Injection",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600154,Fullstack Developer Software,,Seguridad,Script,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Ataque que inyecta scripts maliciosos en una página.”?,XSS,npm,Migración,Sequelize,merge,A,XSS,XSS ejecuta scripts no confiables en el navegador.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Seguridad, Script, XSS",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600155,Fullstack Developer Software,,Frontend,SPA,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Aplicación web que actualiza contenido sin recargar toda la página.”?,SPA,Virtualización,GET,npm,merge,A,SPA,Una SPA mejora navegación cargando una sola página base.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Frontend, SPA, SPA",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600156,Fullstack Developer Software,,Frontend,Biblioteca,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Biblioteca JavaScript para construir interfaces con componentes.”?,useState,React,CRUD,JSX,Migración,B,React,React crea interfaces mediante componentes.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Frontend, Biblioteca, React",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600157,Fullstack Developer Software,,Frontend,Build,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Herramienta rápida para crear proyectos modernos de frontend.”?,Ruta,Vite,Issue,Formik,Git Flow,B,Vite,Vite acelera desarrollo y empaquetado.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Frontend, Build, Vite",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600158,Fullstack Developer Software,,Frontend,Sintaxis,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Sintaxis que permite escribir estructura visual dentro de JavaScript.”?,GitHub Projects,Sequelize,REST,Rama,JSX,E,JSX,JSX combina JavaScript con marcado tipo HTML.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Frontend, Sintaxis, JSX",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600159,Fullstack Developer Software,,React,Unidad,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Parte reutilizable de una interfaz React.”?,React Router,NoSQL,POST,DELETE,Componente,E,Componente,Los componentes dividen la UI en piezas reutilizables.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, React, Unidad, Componente",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600160,Fullstack Developer Software,,React,Estado,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Hook usado para manejar estado dentro de un componente.”?,npm,Ruta,useState,Controlador,Bootstrap,C,useState,useState guarda y actualiza valores de estado.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, React, Estado, useState",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600161,Fullstack Developer Software,,React,Efectos,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Hook usado para ejecutar efectos secundarios.”?,XSS,PUT,Controlador,useEffect,DELETE,D,useEffect,useEffect ejecuta código ante cambios o al montar.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, React, Efectos, useEffect",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600162,Fullstack Developer Software,,React,Rutas,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Librería usada para manejar navegación en aplicaciones React.”?,Componente,Express.js,JSON,React Router,Node.js,D,React Router,React Router gestiona rutas del frontend.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, React, Rutas, React Router",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600163,Fullstack Developer Software,,React,Parámetros,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Ruta que cambia según un valor como un id.”?,MySQL,GitHub Actions,npm,Ruta dinámica,React,D,Ruta dinámica,Una ruta dinámica acepta parámetros variables.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, React, Parámetros, Ruta dinámica",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600164,Fullstack Developer Software,,Formularios,Controlado,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Formulario cuyo valor es administrado por el estado de React.”?,DELETE,Controlador,Formulario controlado,Express.js,Contenedor,C,Formulario controlado,El formulario controlado depende del estado.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Formularios, Controlado, Formulario controlado",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600165,Fullstack Developer Software,,Formularios,No controlado,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Formulario cuyo valor se obtiene directamente del DOM.”?,Code Review,Bootstrap,Formulario no controlado,Repositorio,useState,C,Formulario no controlado,El formulario no controlado no depende totalmente del estado.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Formularios, No controlado, Formulario no controlado",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600166,Fullstack Developer Software,,Formularios,Gestión,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Librería para manejar formularios en React.”?,Formik,Node.js,Pull Request,Ruta,merge,A,Formik,Formik simplifica manejo y validación de formularios.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Formularios, Gestión, Formik",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600167,Fullstack Developer Software,,Validación,Esquemas,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Librería usada para validar datos mediante esquemas.”?,SPA,Autorización,Componente,Yup,Formulario no controlado,D,Yup,Yup valida datos con reglas declarativas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Validación, Esquemas, Yup",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600168,Fullstack Developer Software,,API,REST,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Estilo de arquitectura para crear servicios usando recursos y HTTP.”?,REST,Serialización,SQL Injection,rebase,POST,A,REST,REST organiza recursos y operaciones HTTP.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, API, REST, REST",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
600169,Fullstack Developer Software,,API,SOAP,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo de servicios web más formal y basado en XML.”?,Controlador,Endpoint,JSX,SOAP,Conflicto,D,SOAP,SOAP es más estructurado que REST.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, API, SOAP, SOAP",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
