id,modulo,semana,tema,subtema,nivel,tipo_pregunta,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,opcion_e,respuesta_correcta,respuesta_texto,explicacion,fuente_base,probabilidad_salida,prioridad,origen_refuerzo,tags,validado,criterio_depuracion
500114,Fullstack Developer Software,,Gestión,Tareas,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Elemento usado para registrar errores, mejoras o tareas.”?",Node.js,useState,Issue,Repositorio,Rama,C,Issue,Issues organizan problemas y pendientes.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Gestión, Tareas, Issue",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500115,Fullstack Developer Software,,Revisión,Código,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Proceso de revisar cambios antes de aprobarlos.”?,commit,Code Review,Bootstrap,useEffect,Git,B,Code Review,Code Review mejora calidad y detecta errores.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Revisión, Código, Code Review",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500116,Fullstack Developer Software,,Seguridad,Acceso,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Llaves usadas para autenticarse de forma segura con GitHub.”?,Conflicto,SSH keys,Middleware,Rama,CRUD,B,SSH keys,Las llaves SSH permiten acceso seguro sin contraseña.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Seguridad, Acceso, SSH keys",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500117,Fullstack Developer Software,,Automatización,CI/CD,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Herramienta de GitHub para automatizar pruebas, builds y despliegues.”?",Fork,useEffect,GitHub Actions,React,Migración,C,GitHub Actions,GitHub Actions automatiza flujos de desarrollo.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Automatización, CI/CD, GitHub Actions",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500118,Fullstack Developer Software,,Gestión,Proyecto,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Herramienta de GitHub para organizar tareas y tableros.”?,Git Flow,GitHub Projects,push,SSH keys,useState,B,GitHub Projects,GitHub Projects ayuda a gestionar trabajo.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Gestión, Proyecto, GitHub Projects",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500119,Fullstack Developer Software,,Backend,Entorno,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Entorno que permite ejecutar JavaScript en el servidor.”?,Express.js,SQL Injection,Controlador,Bootstrap,Node.js,E,Node.js,Node.js ejecuta JavaScript fuera del navegador.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Backend, Entorno, Node.js",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500120,Fullstack Developer Software,,Paquetes,Gestor,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Gestor de paquetes usado en proyectos Node.js.”?,PUT,Formulario controlado,commit,npm,CRUD,D,npm,npm instala dependencias y ejecuta scripts.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Paquetes, Gestor, npm",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500121,Fullstack Developer Software,,Backend,Framework,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Framework ligero para crear servidores, rutas y APIs con Node.js.”?",Conflicto,useState,Express.js,SSH keys,rebase,C,Express.js,Express simplifica el desarrollo de APIs.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Backend, Framework, Express.js",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500122,Fullstack Developer Software,,Servidor,Ruta,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Dirección o endpoint que responde a una petición.”?,Ruta,SOAP,SPA,SQL Injection,Ruta dinámica,A,Ruta,Una ruta define cómo responde el servidor.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Servidor, Ruta, Ruta",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500123,Fullstack Developer Software,,Servidor,Intermedio,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Función que se ejecuta entre la petición y la respuesta.”?,Node.js,Middleware,SOAP,GET,Bootstrap,B,Middleware,Middleware procesa solicitudes antes de responder.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Servidor, Intermedio, Middleware",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500124,Fullstack Developer Software,,Base de datos,Relacional,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Sistema de base de datos relacional usado con SQL.”?,Serialización,Autenticación,Formulario no controlado,GitHub Actions,MySQL,E,MySQL,MySQL almacena datos en tablas relacionadas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Base de datos, Relacional, MySQL",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500125,Fullstack Developer Software,,ORM,Base de datos,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “ORM usado para trabajar con bases de datos desde Node.js.”?,merge,Sequelize,Componente,Code Review,Formik,B,Sequelize,Sequelize mapea tablas a modelos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, ORM, Base de datos, Sequelize",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500126,Fullstack Developer Software,,ORM,Definición,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Técnica que permite manipular tablas como objetos.”?,Ruta dinámica,rebase,Serialización,npm,ORM,E,ORM,ORM conecta programación orientada a objetos con bases de datos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, ORM, Definición, ORM",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500127,Fullstack Developer Software,,Base de datos,Cambios,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Archivo o proceso que versiona cambios en la estructura de la base de datos.”?,Migración,XSS,SOAP,ORM,npm,A,Migración,Las migraciones controlan cambios del esquema.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Base de datos, Cambios, Migración",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500128,Fullstack Developer Software,,Seguridad,Token,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Mecanismo de autenticación basado en tokens.”?,Repositorio,CORS,Ruta dinámica,JWT,Endpoint,D,JWT,JWT transporta información segura de autenticación.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Seguridad, Token, JWT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500129,Fullstack Developer Software,,Seguridad,Origen,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Política que controla qué dominios pueden acceder a una API.”?,Contenedor,CRUD,REST,Code Review,CORS,E,CORS,CORS restringe solicitudes entre orígenes.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Seguridad, Origen, CORS",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500130,Fullstack Developer Software,,Seguridad,SQL,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Ataque que inserta código SQL malicioso en una consulta.”?,DELETE,useEffect,Repositorio,SQL Injection,Conflicto,D,SQL Injection,SQL Injection explota consultas inseguras.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Seguridad, SQL, SQL Injection",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500131,Fullstack Developer Software,,Seguridad,Script,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Ataque que inyecta scripts maliciosos en una página.”?,XSS,Formulario no controlado,JWT,React Router,Docker,A,XSS,XSS ejecuta scripts no confiables en el navegador.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Seguridad, Script, XSS",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500132,Fullstack Developer Software,,Frontend,SPA,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Aplicación web que actualiza contenido sin recargar toda la página.”?,SPA,Express.js,Yup,Ruta,Migración,A,SPA,Una SPA mejora navegación cargando una sola página base.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Frontend, SPA, SPA",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500133,Fullstack Developer Software,,Frontend,Biblioteca,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Biblioteca JavaScript para construir interfaces con componentes.”?,Node.js,React,SPA,SOAP,Yup,B,React,React crea interfaces mediante componentes.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Frontend, Biblioteca, React",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500134,Fullstack Developer Software,,Frontend,Build,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Herramienta rápida para crear proyectos modernos de frontend.”?,Vite,GitHub Actions,push,Express.js,JSON,A,Vite,Vite acelera desarrollo y empaquetado.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Frontend, Build, Vite",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500135,Fullstack Developer Software,,Frontend,Sintaxis,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Sintaxis que permite escribir estructura visual dentro de JavaScript.”?,Migración,Rama,JSX,Vite,Pull Request,C,JSX,JSX combina JavaScript con marcado tipo HTML.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Frontend, Sintaxis, JSX",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500136,Fullstack Developer Software,,React,Unidad,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Parte reutilizable de una interfaz React.”?,DELETE,Issue,GitHub Projects,Rama,Componente,E,Componente,Los componentes dividen la UI en piezas reutilizables.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, React, Unidad, Componente",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500137,Fullstack Developer Software,,React,Estado,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Hook usado para manejar estado dentro de un componente.”?,push,useState,SPA,SOAP,Endpoint,B,useState,useState guarda y actualiza valores de estado.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, React, Estado, useState",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500138,Fullstack Developer Software,,React,Efectos,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Hook usado para ejecutar efectos secundarios.”?,Git,Migración,useEffect,Componente,npm,C,useEffect,useEffect ejecuta código ante cambios o al montar.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, React, Efectos, useEffect",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500139,Fullstack Developer Software,,React,Rutas,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Librería usada para manejar navegación en aplicaciones React.”?,Autorización,React Router,Formik,Contenedor,push,B,React Router,React Router gestiona rutas del frontend.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, React, Rutas, React Router",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500140,Fullstack Developer Software,,React,Parámetros,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Ruta que cambia según un valor como un id.”?,GitHub Projects,GET,React,Ruta dinámica,Migración,D,Ruta dinámica,Una ruta dinámica acepta parámetros variables.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, React, Parámetros, Ruta dinámica",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500141,Fullstack Developer Software,,Formularios,Controlado,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Formulario cuyo valor es administrado por el estado de React.”?,Sequelize,Pull Request,Componente,merge,Formulario controlado,E,Formulario controlado,El formulario controlado depende del estado.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Formularios, Controlado, Formulario controlado",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500142,Fullstack Developer Software,,Formularios,No controlado,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Formulario cuyo valor se obtiene directamente del DOM.”?,Migración,Serialización,JSON,Formulario no controlado,Virtualización,D,Formulario no controlado,El formulario no controlado no depende totalmente del estado.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Formularios, No controlado, Formulario no controlado",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500143,Fullstack Developer Software,,Formularios,Gestión,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Librería para manejar formularios en React.”?,Contenedor,npm,POST,useEffect,Formik,E,Formik,Formik simplifica manejo y validación de formularios.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Formularios, Gestión, Formik",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500144,Fullstack Developer Software,,Validación,Esquemas,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Librería usada para validar datos mediante esquemas.”?,JSX,Middleware,XSS,Ruta,Yup,E,Yup,Yup valida datos con reglas declarativas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, Validación, Esquemas, Yup",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500145,Fullstack Developer Software,,API,REST,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Estilo de arquitectura para crear servicios usando recursos y HTTP.”?,SOAP,Pull Request,Bootstrap,SSH keys,REST,E,REST,REST organiza recursos y operaciones HTTP.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, API, REST, REST",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500146,Fullstack Developer Software,,API,SOAP,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Protocolo de servicios web más formal y basado en XML.”?,Express.js,Repositorio,PUT,SOAP,XSS,D,SOAP,SOAP es más estructurado que REST.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, API, SOAP, SOAP",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500147,Fullstack Developer Software,,HTTP,GET,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Método HTTP usado para obtener datos.”?,pull,CRUD,SPA,Repositorio,GET,E,GET,GET consulta recursos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, HTTP, GET, GET",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500148,Fullstack Developer Software,,HTTP,POST,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Método HTTP usado para crear o enviar datos.”?,Controlador,POST,SQL Injection,Vite,commit,B,POST,POST envía información.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, HTTP, POST, POST",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500149,Fullstack Developer Software,,HTTP,PUT,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Método HTTP usado para actualizar un recurso.”?,XSS,Fork,PUT,GitHub Actions,Serialización,C,PUT,PUT reemplaza o actualiza recursos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, HTTP, PUT, PUT",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500150,Fullstack Developer Software,,HTTP,DELETE,Intermedio,Definición directa,¿Qué concepto corresponde a esta definición: “Método HTTP usado para eliminar un recurso.”?,Virtualización,Ruta,DELETE,Yup,JSX,C,DELETE,DELETE elimina recursos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Fullstack Developer Software, HTTP, DELETE, DELETE",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500151,Taller de Desarrollo de Aplicaciones con Machine Learning,,Colab,Entorno,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Entorno de notebooks en la nube para ejecutar código Python.”?,Google Colab,Edge Computing,NumPy,OpenCV,Árbol de decisión,A,Google Colab,Colab permite programar y ejecutar notebooks en línea.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Colab, Entorno, Google Colab",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500152,Taller de Desarrollo de Aplicaciones con Machine Learning,,Colab,Código,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Tipo de celda usada para ejecutar instrucciones de programación.”?,Matplotlib,Matriz,Datos de entrenamiento,Celda de código,Keras,D,Celda de código,La celda de código ejecuta Python u otro código permitido.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Colab, Código, Celda de código",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500153,Taller de Desarrollo de Aplicaciones con Machine Learning,,Colab,Texto,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Tipo de celda usada para escribir explicaciones con formato.”?,Celda de código,Función de activación,Celda de texto,Épocas,Limpieza de datos,C,Celda de texto,La celda de texto documenta el notebook.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Colab, Texto, Celda de texto",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500154,Taller de Desarrollo de Aplicaciones con Machine Learning,,Librerías,Arreglos,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Librería de Python usada para cálculos numéricos y arreglos.”?,NumPy,Regresión lineal,Matriz,Machine Learning,MSE,A,NumPy,"NumPy trabaja con vectores, matrices y operaciones numéricas.",PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Librerías, Arreglos, NumPy",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500155,Taller de Desarrollo de Aplicaciones con Machine Learning,,Librerías,Tablas,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Librería usada para manipular datos en tablas DataFrame.”?,Matplotlib,Aprendizaje supervisado,Pandas,Aprendizaje no supervisado,Edge Computing,C,Pandas,Pandas organiza datos en DataFrames.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Librerías, Tablas, Pandas",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500156,Taller de Desarrollo de Aplicaciones con Machine Learning,,Pandas,Tabla,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Estructura bidimensional con filas y columnas.”?,Exportación de modelo,Keras,DataFrame,Fog Computing,Modelo funcional,C,DataFrame,DataFrame representa tablas de datos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Pandas, Tabla, DataFrame",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500157,Taller de Desarrollo de Aplicaciones con Machine Learning,,Librerías,Gráficos,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Librería usada para crear gráficos en Python.”?,Exportación de modelo,Pesos,Épocas,KNN,Matplotlib,E,Matplotlib,Matplotlib visualiza datos mediante gráficos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Librerías, Gráficos, Matplotlib",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500158,Taller de Desarrollo de Aplicaciones con Machine Learning,,Hardware,General,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Unidad de procesamiento de propósito general.”?,Subajuste,CPU,Regresión lineal,TinyML,Función de activación,B,CPU,La CPU ejecuta tareas generales.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Hardware, General, CPU",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500159,Taller de Desarrollo de Aplicaciones con Machine Learning,,Hardware,Paralelo,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Procesador útil para operaciones paralelas en deep learning.”?,GPU,Naive Bayes,HDF5,RMSE,Flujo de entrenamiento,A,GPU,La GPU acelera cálculos paralelos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Hardware, Paralelo, GPU",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500160,Taller de Desarrollo de Aplicaciones con Machine Learning,,Hardware,IA,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Acelerador especializado para operaciones de machine learning.”?,Pesos,TPU,TensorFlow Lite,Limpieza de datos,Celda de código,B,TPU,La TPU está optimizada para aprendizaje automático.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Hardware, IA, TPU",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500161,Taller de Desarrollo de Aplicaciones con Machine Learning,,ML,Definición,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Campo que permite a sistemas aprender patrones a partir de datos.”?,Batch size,TensorFlow.js,Machine Learning,Arduino Nano 33 BLE Sense,Datos de entrenamiento,C,Machine Learning,Machine Learning entrena modelos con datos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, ML, Definición, Machine Learning",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500162,Taller de Desarrollo de Aplicaciones con Machine Learning,,ML,Etiquetas,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Aprendizaje que usa datos con respuestas conocidas.”?,Edge Computing,Keras,Aprendizaje supervisado,Fog Computing,Flujo de entrenamiento,C,Aprendizaje supervisado,El supervisado usa etiquetas para entrenar.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, ML, Etiquetas, Aprendizaje supervisado",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500163,Taller de Desarrollo de Aplicaciones con Machine Learning,,ML,Patrones,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Aprendizaje que encuentra estructuras sin respuestas etiquetadas.”?,Aprendizaje no supervisado,Fog Computing,Épocas,Celda de texto,Raspberry Pi con IA,A,Aprendizaje no supervisado,El no supervisado busca patrones ocultos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, ML, Patrones, Aprendizaje no supervisado",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500164,Taller de Desarrollo de Aplicaciones con Machine Learning,,ML,Proceso,Básico,Definición directa,"¿Qué concepto corresponde a esta definición: “Secuencia de preparación de datos, entrenamiento, evaluación y predicción.”?",Datos de prueba,GPU,Batch size,Flujo de entrenamiento,DataFrame,D,Flujo de entrenamiento,El flujo ordena el desarrollo del modelo.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, ML, Proceso, Flujo de entrenamiento",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500165,Taller de Desarrollo de Aplicaciones con Machine Learning,,Framework,ML,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Framework usado para construir y entrenar modelos de aprendizaje automático.”?,Aprendizaje supervisado,Aprendizaje no supervisado,K-means,GPU,TensorFlow,E,TensorFlow,TensorFlow permite crear y entrenar modelos.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Framework, ML, TensorFlow",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500166,Taller de Desarrollo de Aplicaciones con Machine Learning,,Framework,Alto nivel,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “API de alto nivel para construir modelos con capas.”?,Random Forest,Machine Learning,Keras,Modelo funcional,Batch size,C,Keras,Keras simplifica la creación de redes neuronales.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Framework, Alto nivel, Keras",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500167,Taller de Desarrollo de Aplicaciones con Machine Learning,,Modelos,Lineal,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Modelo de Keras donde las capas se apilan en secuencia.”?,KNN,Pandas,Exportación de modelo,Modelo secuencial,CPU,D,Modelo secuencial,El modelo secuencial conecta capas una tras otra.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Modelos, Lineal, Modelo secuencial",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
500168,Taller de Desarrollo de Aplicaciones con Machine Learning,,Modelos,Flexible,Básico,Definición directa,¿Qué concepto corresponde a esta definición: “Modelo que permite arquitecturas con múltiples entradas o salidas.”?,Visión por computadora,KNN,Modelo funcional,MSE,Naive Bayes,C,Modelo funcional,El modelo funcional permite arquitecturas más complejas.,PIAD SENATI + temario validado,Alta,Alta,"Banco ampliado, validado y sin repeticiones fuertes","Taller de Desarrollo de Aplicaciones con Machine Learning, Modelos, Flexible, Modelo funcional",SI,Una pregunta por concepto; redacción corta; respuesta directa; sin variantes repetidas.
